Week Ending,Show,Theatre,Weekly Gross,Seats Sold,Performances
1985-11-17,Biloxi Blues,Neil Simon Theatre,220721.0,8088,8
1985-11-17,Brighton Beach Memoirs,46th Street Theatre,114282.0,5847,8
1985-11-17,Cats,Winter Garden Theatre,458737.0,12001,8
1985-11-17,Doubles,Ritz Theatre,83465.0,4371,8
1985-11-17,La Cage aux Folles,Palace Theatre,395068.0,11373,8
1985-11-17,Oh! Calcutta!,Edison Theatre,37780.0,2609,8
1985-11-17,Singin' in the Rain,Gershwin Theatre,336148.0,10841,8
1985-11-17,Song and Dance,Royale Theatre,279998.0,7886,8
1985-11-17,Tango Argentino,Mark Hellinger Theatre,312788.0,8952,8
1985-11-17,The Boys of Winter,Biltmore Theatre,47057.0,2221,8
1985-11-17,The Iceman Cometh,Lunt-Fontanne Theatre,121011.0,4470,6
1985-11-17,The Marriage of Figaro,Circle in the Square Theatre,64392.0,3836,8
1985-11-17,The Mystery of Edwin Drood,Imperial Theatre,142107.0,5798,8
1985-11-17,The Odd Couple,Broadhurst Theatre,177401.0,6662,8
1985-11-17,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,219263.0,8567,8
1985-11-24,42nd Street,St. James Theatre,253825.0,7928,8
1985-11-24,A Chorus Line,Sam S. Shubert Theatre,189451.0,6474,8
1985-11-24,As Is,Lyceum Theatre,46106.0,2578,8
1985-11-24,Big River,Eugene O'Neill Theatre,295406.0,8151,8
1985-11-24,Biloxi Blues,Neil Simon Theatre,210168.0,7711,8
1985-11-24,Brighton Beach Memoirs,46th Street Theatre,111909.0,5564,8
1985-11-24,Cats,Winter Garden Theatre,459877.0,12001,8
1985-11-24,Doubles,Ritz Theatre,65450.0,3569,8
1985-11-24,I'm Not Rappaport,Booth Theatre,115436.0,4959,8
1985-11-24,La Cage aux Folles,Palace Theatre,366285.0,10726,8
1985-11-24,Oh! Calcutta!,Edison Theatre,36934.0,2563,8
1985-11-24,Singin' in the Rain,Gershwin Theatre,309764.0,10416,8
1985-11-24,Song and Dance,Royale Theatre,277304.0,7744,8
1985-11-24,Tango Argentino,Mark Hellinger Theatre,310572.0,8583,8
1985-11-24,The Boys of Winter,Biltmore Theatre,45832.0,2503,8
1985-11-24,The Iceman Cometh,Lunt-Fontanne Theatre,119360.0,4634,6
1985-11-24,The Marriage of Figaro,Circle in the Square Theatre,30433.0,2025,8
1985-11-24,The Mystery of Edwin Drood,Imperial Theatre,164501.0,6900,8
1985-11-24,The Odd Couple,Broadhurst Theatre,140695.0,5162,8
1985-11-24,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,219771.0,8426,8
1985-12-01,42nd Street,St. James Theatre,366677.0,11063,8
1985-12-01,A Chorus Line,Sam S. Shubert Theatre,282963.0,8789,8
1985-12-01,As Is,Lyceum Theatre,60075.0,3139,8
1985-12-01,Big River,Eugene O'Neill Theatre,319253.0,8206,8
1985-12-01,Biloxi Blues,Neil Simon Theatre,260873.0,8871,8
1985-12-01,Blood Knot,John Golden Theatre,44326.0,2294,4
1985-12-01,Brighton Beach Memoirs,46th Street Theatre,147323.0,6728,8
1985-12-01,Cats,Winter Garden Theatre,473179.0,12078,8
1985-12-01,Doubles,Ritz Theatre,90145.0,4309,8
1985-12-01,Hay Fever,Music Box Theatre,33885.0,1606,4
1985-12-01,I'm Not Rappaport,Booth Theatre,131965.0,5514,8
1985-12-01,Jerry's Girls,St. James Theatre,175288.0,8721,8
1985-12-01,La Cage aux Folles,Palace Theatre,430222.0,12072,8
1985-12-01,Oh! Calcutta!,Edison Theatre,44364.0,3062,9
1985-12-01,Singin' in the Rain,Gershwin Theatre,372899.0,10855,8
1985-12-01,Song and Dance,Royale Theatre,300940.0,8051,8
1985-12-01,Tango Argentino,Mark Hellinger Theatre,315797.0,9440,8
1985-12-01,The Boys of Winter,Biltmore Theatre,53483.0,2360,8
1985-12-01,The Iceman Cometh,Lunt-Fontanne Theatre,195891.0,6795,6
1985-12-01,The Marriage of Figaro,Circle in the Square Theatre,44430.0,2567,8
1985-12-01,The Mystery of Edwin Drood,Imperial Theatre,220749.0,7111,8
1985-12-01,The Odd Couple,Broadhurst Theatre,183272.0,6290,8
1985-12-01,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,206179.0,7629,7
1985-12-01,Wind in the Willows,Nederlander Theatre,68740.0,3574,7
1985-12-08,42nd Street,St. James Theatre,314035.0,9359,8
1985-12-08,A Chorus Line,Sam S. Shubert Theatre,242153.0,8372,8
1985-12-08,As Is,Lyceum Theatre,44368.0,2915,8
1985-12-08,Big River,Eugene O'Neill Theatre,311713.0,8203,8
1985-12-08,Biloxi Blues,Neil Simon Theatre,232265.0,8212,8
1985-12-08,Blood Knot,John Golden Theatre,67950.0,4162,8
1985-12-08,Brighton Beach Memoirs,46th Street Theatre,129250.0,5984,8
1985-12-08,Cats,Winter Garden Theatre,460612.0,12018,8
1985-12-08,Doubles,Ritz Theatre,87371.0,4235,8
1985-12-08,Hay Fever,Music Box Theatre,59209.0,3940,8
1985-12-08,I'm Not Rappaport,Booth Theatre,132546.0,5313,8
1985-12-08,La Cage aux Folles,Palace Theatre,387799.0,10955,8
1985-12-08,Oh! Calcutta!,Edison Theatre,36135.0,2504,9
1985-12-08,Singin' in the Rain,Gershwin Theatre,371685.0,11308,8
1985-12-08,Song and Dance,Royale Theatre,290119.0,8062,8
1985-12-08,Tango Argentino,Mark Hellinger Theatre,310131.0,8733,8
1985-12-08,The Boys of Winter,Biltmore Theatre,37318.0,1598,8
1985-12-08,The Marriage of Figaro,Circle in the Square Theatre,40235.0,2617,8
1985-12-08,The Mystery of Edwin Drood,Imperial Theatre,264941.0,8359,8
1985-12-08,The Odd Couple,Broadhurst Theatre,182215.0,6413,8
1985-12-08,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,226562.0,8529,8
1985-12-08,Wind in the Willows,Nederlander Theatre,51742.0,3256,8
1985-12-15,42nd Street,St. James Theatre,280345.0,8573,8
1985-12-15,A Chorus Line,Sam S. Shubert Theatre,241312.0,8070,8
1985-12-15,As Is,Lyceum Theatre,35411.0,2318,8
1985-12-15,Benefactors,Brooks Atkinson Theatre,101291.0,4113,5
1985-12-15,Big River,Eugene O'Neill Theatre,288933.0,7963,8
1985-12-15,Biloxi Blues,Neil Simon Theatre,199590.0,7549,8
1985-12-15,Blood Knot,John Golden Theatre,65883.0,3335,8
1985-12-15,Brighton Beach Memoirs,46th Street Theatre,102862.0,5002,8
1985-12-15,Cats,Winter Garden Theatre,461768.0,12020,8
1985-12-15,Corpse!,Helen Hayes Theatre,21300.0,500,5
1985-12-15,Doubles,Ritz Theatre,63590.0,3585,8
1985-12-15,Hay Fever,Music Box Theatre,63829.0,3182,8
1985-12-15,I'm Not Rappaport,Booth Theatre,126296.0,5010,8
1985-12-15,Jerry's Girls,St. James Theatre,74705.0,3368,4
1985-12-15,La Cage aux Folles,Palace Theatre,379580.0,10846,8
1985-12-15,Oh! Calcutta!,Edison Theatre,32264.0,2255,9
1985-12-15,Singin' in the Rain,Gershwin Theatre,343534.0,10748,8
1985-12-15,Song and Dance,Royale Theatre,270024.0,7403,8
1985-12-15,Tango Argentino,Mark Hellinger Theatre,277368.0,7807,8
1985-12-15,The Marriage of Figaro,Circle in the Square Theatre,38757.0,2507,8
1985-12-15,The Mystery of Edwin Drood,Imperial Theatre,290829.0,9342,8
1985-12-15,The Odd Couple,Broadhurst Theatre,145212.0,5035,8
1985-12-15,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,227869.0,8646,8
1985-12-15,Wind in the Willows,Nederlander Theatre,37091.0,2021,6
1985-12-22,42nd Street,St. James Theatre,193717.0,5912,8
1985-12-22,A Chorus Line,Sam S. Shubert Theatre,189661.0,6578,8
1985-12-22,As Is,Lyceum Theatre,30371.0,2110,8
1985-12-22,Benefactors,Brooks Atkinson Theatre,150313.0,6295,8
1985-12-22,Big River,Eugene O'Neill Theatre,273729.0,7358,8
1985-12-22,Biloxi Blues,Neil Simon Theatre,134151.0,5173,8
1985-12-22,Blood Knot,John Golden Theatre,66492.0,3587,8
1985-12-22,Brighton Beach Memoirs,46th Street Theatre,58578.0,3131,8
1985-12-22,Cats,Winter Garden Theatre,464973.0,12012,8
1985-12-22,Corpse!,Helen Hayes Theatre,16500.0,400,8
1985-12-22,Doubles,Ritz Theatre,35005.0,2276,8
1985-12-22,Hay Fever,Music Box Theatre,77684.0,4084,8
1985-12-22,I'm Not Rappaport,Booth Theatre,99965.0,4029,8
1985-12-22,Jerry's Girls,St. James Theatre,89645.0,3286,7
1985-12-22,La Cage aux Folles,Palace Theatre,297095.0,8917,8
1985-12-22,Oh! Calcutta!,Edison Theatre,26226.0,1842,9
1985-12-22,Singin' in the Rain,Gershwin Theatre,229111.0,7484,8
1985-12-22,Song and Dance,Royale Theatre,204813.0,5673,8
1985-12-22,Tango Argentino,Mark Hellinger Theatre,229878.0,6575,8
1985-12-22,The Mystery of Edwin Drood,Imperial Theatre,273418.0,8633,8
1985-12-22,The Odd Couple,Broadhurst Theatre,86357.0,3236,8
1985-12-22,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,216027.0,8093,8
1985-12-22,Wind in the Willows,Nederlander Theatre,39329.0,1889,8
1985-12-29,42nd Street,St. James Theatre,391800.0,11388,8
1985-12-29,A Chorus Line,Sam S. Shubert Theatre,380075.0,11265,8
1985-12-29,As Is,Lyceum Theatre,51321.0,2590,8
1985-12-29,Benefactors,Brooks Atkinson Theatre,223396.0,7388,8
1985-12-29,Big River,Eugene O'Neill Theatre,325070.0,8216,8
1985-12-29,Biloxi Blues,Neil Simon Theatre,246859.0,9160,8
1985-12-29,Blood Knot,John Golden Theatre,94954.0,4232,8
1985-12-29,Brighton Beach Memoirs,46th Street Theatre,146701.0,6528,8
1985-12-29,Cats,Winter Garden Theatre,478327.0,12092,8
1985-12-29,Corpse!,Helen Hayes Theatre,30400.0,600,8
1985-12-29,Doubles,Ritz Theatre,79146.0,4141,8
1985-12-29,Hay Fever,Music Box Theatre,147263.0,5987,8
1985-12-29,I'm Not Rappaport,Booth Theatre,156620.0,6030,8
1985-12-29,Jerry's Girls,St. James Theatre,212863.0,7903,8
1985-12-29,La Cage aux Folles,Palace Theatre,457440.0,11110,8
1985-12-29,Oh! Calcutta!,Edison Theatre,44802.0,3094,8
1985-12-29,Singin' in the Rain,Gershwin Theatre,413666.0,12178,8
1985-12-29,Song and Dance,Royale Theatre,292181.0,7772,8
1985-12-29,Tango Argentino,Mark Hellinger Theatre,285297.0,7537,8
1985-12-29,The Mystery of Edwin Drood,Imperial Theatre,421050.0,11249,8
1985-12-29,The Odd Couple,Broadhurst Theatre,170823.0,6477,8
1985-12-29,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,237493.0,8719,8
1986-01-05,42nd Street,St. James Theatre,321410.0,10145,8
1986-01-05,A Chorus Line,Sam S. Shubert Theatre,309586.0,9967,8
1986-01-05,As Is,Lyceum Theatre,67610.0,3103,8
1986-01-05,Benefactors,Brooks Atkinson Theatre,230504.0,7454,8
1986-01-05,Big River,Eugene O'Neill Theatre,305798.0,7703,8
1986-01-05,Biloxi Blues,Neil Simon Theatre,203250.0,7825,8
1986-01-05,Blood Knot,John Golden Theatre,79401.0,3416,8
1986-01-05,Brighton Beach Memoirs,46th Street Theatre,98320.0,4808,8
1986-01-05,Cats,Winter Garden Theatre,489454.0,12078,8
1986-01-05,Corpse!,Helen Hayes Theatre,25000.0,500,8
1986-01-05,Doubles,Ritz Theatre,60452.0,3289,8
1986-01-05,Hay Fever,Music Box Theatre,146089.0,5660,8
1986-01-05,I'm Not Rappaport,Booth Theatre,138805.0,5342,8
1986-01-05,Jerry's Girls,St. James Theatre,168385.0,6910,8
1986-01-05,La Cage aux Folles,Palace Theatre,405609.0,10142,8
1986-01-05,Oh! Calcutta!,Edison Theatre,38512.0,2691,9
1986-01-05,Singin' in the Rain,Gershwin Theatre,299837.0,9530,8
1986-01-05,Song and Dance,Royale Theatre,269677.0,7657,8
1986-01-05,Tango Argentino,Mark Hellinger Theatre,346792.0,8848,8
1986-01-05,The Mystery of Edwin Drood,Imperial Theatre,337838.0,9851,8
1986-01-05,The Odd Couple,Broadhurst Theatre,123632.0,4677,8
1986-01-05,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,254147.0,8724,8
1986-01-12,42nd Street,St. James Theatre,211864.0,6445,8
1986-01-12,A Chorus Line,Sam S. Shubert Theatre,200685.0,6513,8
1986-01-12,Benefactors,Brooks Atkinson Theatre,202005.0,7006,8
1986-01-12,Big River,Eugene O'Neill Theatre,226715.0,6521,8
1986-01-12,Biloxi Blues,Neil Simon Theatre,147275.0,5689,8
1986-01-12,Blood Knot,John Golden Theatre,68007.0,3397,8
1986-01-12,Brighton Beach Memoirs,46th Street Theatre,87238.0,4578,8
1986-01-12,Cats,Winter Garden Theatre,465742.0,12000,8
1986-01-12,Corpse!,Helen Hayes Theatre,36250.0,500,8
1986-01-12,Hay Fever,Music Box Theatre,111646.0,4363,8
1986-01-12,I'm Not Rappaport,Booth Theatre,123740.0,4975,8
1986-01-12,Jerry's Girls,St. James Theatre,170346.0,6838,8
1986-01-12,La Cage aux Folles,Palace Theatre,348963.0,8822,8
1986-01-12,Lillian,Ethel Barrymore Theatre,20218.0,1225,2
1986-01-12,Oh! Calcutta!,Edison Theatre,30620.0,2147,8
1986-01-12,Singin' in the Rain,Gershwin Theatre,268644.0,8480,8
1986-01-12,Song and Dance,Royale Theatre,213778.0,6414,8
1986-01-12,Tango Argentino,Mark Hellinger Theatre,226339.0,6461,8
1986-01-12,The Caretaker,Circle in the Square Theatre,14855.0,879,4
1986-01-12,The Mystery of Edwin Drood,Imperial Theatre,292543.0,8891,8
1986-01-12,The Odd Couple,Broadhurst Theatre,104091.0,3744,8
1986-01-12,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,238164.0,8607,8
1986-01-19,42nd Street,St. James Theatre,216503.0,6591,8
1986-01-19,A Chorus Line,Sam S. Shubert Theatre,201209.0,6359,8
1986-01-19,Benefactors,Brooks Atkinson Theatre,242633.0,8104,8
1986-01-19,Big River,Eugene O'Neill Theatre,234974.0,6956,8
1986-01-19,Biloxi Blues,Neil Simon Theatre,156722.0,5941,8
1986-01-19,Blood Knot,John Golden Theatre,64878.0,3556,8
1986-01-19,Brighton Beach Memoirs,46th Street Theatre,93643.0,4748,8
1986-01-19,Cats,Winter Garden Theatre,461851.0,11976,8
1986-01-19,Corpse!,Helen Hayes Theatre,47925.0,950,8
1986-01-19,Hay Fever,Music Box Theatre,110913.0,4269,8
1986-01-19,I'm Not Rappaport,Booth Theatre,130954.0,5170,8
1986-01-19,Jerome Kern Goes to Hollywood,Ritz Theatre,53223.0,2957,6
1986-01-19,Jerry's Girls,St. James Theatre,163932.0,7168,8
1986-01-19,La Cage aux Folles,Palace Theatre,354148.0,10040,8
1986-01-19,Lillian,Ethel Barrymore Theatre,55149.0,3164,8
1986-01-19,Oh! Calcutta!,Edison Theatre,31051.0,2179,9
1986-01-19,Singin' in the Rain,Gershwin Theatre,285470.0,8968,8
1986-01-19,Song and Dance,Royale Theatre,210177.0,6171,8
1986-01-19,Tango Argentino,Mark Hellinger Theatre,245843.0,6946,8
1986-01-19,The Caretaker,Circle in the Square Theatre,37767.0,2563,8
1986-01-19,The Mystery of Edwin Drood,Imperial Theatre,310782.0,9290,8
1986-01-19,The Odd Couple,Broadhurst Theatre,105425.0,3823,8
1986-01-19,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,236076.0,8566,8
1986-01-19,Uptown...It's Hot!,Lunt-Fontanne Theatre,60310.0,3296,5
1986-01-26,42nd Street,St. James Theatre,168256.0,5200,8
1986-01-26,A Chorus Line,Sam S. Shubert Theatre,163872.0,5124,8
1986-01-26,Benefactors,Brooks Atkinson Theatre,197982.0,6653,8
1986-01-26,Big River,Eugene O'Neill Theatre,185532.0,5820,8
1986-01-26,Biloxi Blues,Neil Simon Theatre,126669.0,4889,8
1986-01-26,Blood Knot,John Golden Theatre,51965.0,3033,8
1986-01-26,Brighton Beach Memoirs,46th Street Theatre,68521.0,3312,8
1986-01-26,Cats,Winter Garden Theatre,456476.0,11909,8
1986-01-26,Corpse!,Helen Hayes Theatre,42300.0,900,8
1986-01-26,Hay Fever,Music Box Theatre,110891.0,4232,8
1986-01-26,I'm Not Rappaport,Booth Theatre,103056.0,4083,8
1986-01-26,Jerome Kern Goes to Hollywood,Ritz Theatre,48923.0,3618,8
1986-01-26,Jerry's Girls,St. James Theatre,139749.0,6061,8
1986-01-26,La Cage aux Folles,Palace Theatre,300201.0,8875,8
1986-01-26,Lillian,Ethel Barrymore Theatre,38679.0,2416,8
1986-01-26,Oh! Calcutta!,Edison Theatre,27063.0,1901,9
1986-01-26,Singin' in the Rain,Gershwin Theatre,250186.0,8187,8
1986-01-26,Song and Dance,Royale Theatre,181791.0,5203,8
1986-01-26,Tango Argentino,Mark Hellinger Theatre,203573.0,4889,8
1986-01-26,The Caretaker,Circle in the Square Theatre,45556.0,3067,8
1986-01-26,The Mystery of Edwin Drood,Imperial Theatre,250900.0,7361,8
1986-01-26,The Odd Couple,Broadhurst Theatre,77747.0,2803,8
1986-01-26,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,233752.0,8329,8
1986-01-26,Uptown...It's Hot!,Lunt-Fontanne Theatre,81723.0,4870,8
1986-02-02,42nd Street,St. James Theatre,160221.0,5027,8
1986-02-02,A Chorus Line,Sam S. Shubert Theatre,152050.0,4984,8
1986-02-02,Benefactors,Brooks Atkinson Theatre,186953.0,6170,8
1986-02-02,Big River,Eugene O'Neill Theatre,178404.0,5751,8
1986-02-02,Biloxi Blues,Neil Simon Theatre,114041.0,4513,8
1986-02-02,Blood Knot,John Golden Theatre,46752.0,3030,8
1986-02-02,Brighton Beach Memoirs,46th Street Theatre,63978.0,3106,8
1986-02-02,Cats,Winter Garden Theatre,444502.0,11798,8
1986-02-02,Corpse!,Helen Hayes Theatre,39900.0,800,8
1986-02-02,Hay Fever,Music Box Theatre,82572.0,3111,8
1986-02-02,I'm Not Rappaport,Booth Theatre,99388.0,3935,8
1986-02-02,Jerome Kern Goes to Hollywood,Ritz Theatre,20303.0,1440,8
1986-02-02,Jerry's Girls,St. James Theatre,138618.0,5955,8
1986-02-02,La Cage aux Folles,Palace Theatre,288183.0,8286,8
1986-02-02,Lillian,Ethel Barrymore Theatre,31532.0,1336,8
1986-02-02,Oh! Calcutta!,Edison Theatre,24953.0,1755,9
1986-02-02,Singin' in the Rain,Gershwin Theatre,198542.0,6407,8
1986-02-02,Song and Dance,Royale Theatre,150636.0,4296,8
1986-02-02,Tango Argentino,Mark Hellinger Theatre,206855.0,6506,8
1986-02-02,The Caretaker,Circle in the Square Theatre,41669.0,2446,8
1986-02-02,The Mystery of Edwin Drood,Imperial Theatre,238231.0,6956,8
1986-02-02,The Odd Couple,Broadhurst Theatre,71974.0,2735,8
1986-02-02,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,224648.0,8024,8
1986-02-02,Uptown...It's Hot!,Lunt-Fontanne Theatre,101456.0,3499,8
1986-02-09,42nd Street,St. James Theatre,145554.0,4480,8
1986-02-09,A Chorus Line,Sam S. Shubert Theatre,150029.0,4862,8
1986-02-09,Benefactors,Brooks Atkinson Theatre,164781.0,5234,8
1986-02-09,Big River,Eugene O'Neill Theatre,172743.0,5331,8
1986-02-09,Biloxi Blues,Neil Simon Theatre,105286.0,4046,8
1986-02-09,Blood Knot,John Golden Theatre,41387.0,3048,8
1986-02-09,Brighton Beach Memoirs,46th Street Theatre,58152.0,3057,8
1986-02-09,Cats,Winter Garden Theatre,437191.0,11858,8
1986-02-09,Corpse!,Helen Hayes Theatre,36000.0,700,8
1986-02-09,Hay Fever,Music Box Theatre,81055.0,3309,8
1986-02-09,I'm Not Rappaport,Booth Theatre,91967.0,3524,8
1986-02-09,Jerry's Girls,St. James Theatre,122560.0,5352,8
1986-02-09,La Cage aux Folles,Palace Theatre,274397.0,7893,8
1986-02-09,Lillian,Ethel Barrymore Theatre,34564.0,1657,8
1986-02-09,Oh! Calcutta!,Edison Theatre,24275.0,1708,9
1986-02-09,Singin' in the Rain,Gershwin Theatre,165041.0,5405,8
1986-02-09,Song and Dance,Royale Theatre,155832.0,4427,8
1986-02-09,Tango Argentino,Mark Hellinger Theatre,170830.0,5609,8
1986-02-09,The Caretaker,Circle in the Square Theatre,53411.0,3132,8
1986-02-09,The Mystery of Edwin Drood,Imperial Theatre,198396.0,5785,8
1986-02-09,The Odd Couple,Broadhurst Theatre,60991.0,2226,8
1986-02-09,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,213587.0,7696,8
1986-02-09,Uptown...It's Hot!,Lunt-Fontanne Theatre,96463.0,4341,8
1986-02-16,42nd Street,St. James Theatre,241161.0,7226,8
1986-02-16,A Chorus Line,Sam S. Shubert Theatre,210343.0,6638,8
1986-02-16,Benefactors,Brooks Atkinson Theatre,195184.0,6383,8
1986-02-16,Big River,Eugene O'Neill Theatre,228091.0,6594,8
1986-02-16,Biloxi Blues,Neil Simon Theatre,148327.0,6207,8
1986-02-16,Blood Knot,John Golden Theatre,49470.0,3153,8
1986-02-16,Brighton Beach Memoirs,46th Street Theatre,98961.0,4792,8
1986-02-16,Cats,Winter Garden Theatre,454983.0,11954,8
1986-02-16,Corpse!,Helen Hayes Theatre,39000.0,800,8
1986-02-16,Hay Fever,Music Box Theatre,91720.0,7328,8
1986-02-16,I'm Not Rappaport,Booth Theatre,113771.0,4253,8
1986-02-16,Jerry's Girls,St. James Theatre,190481.0,7328,8
1986-02-16,La Cage aux Folles,Palace Theatre,346822.0,9500,8
1986-02-16,Lillian,Ethel Barrymore Theatre,45941.0,2089,8
1986-02-16,Oh! Calcutta!,Edison Theatre,40808.0,2828,8
1986-02-16,Singin' in the Rain,Gershwin Theatre,162000.0,5200,8
1986-02-16,Song and Dance,Royale Theatre,191024.0,5317,8
1986-02-16,Tango Argentino,Mark Hellinger Theatre,224104.0,6200,8
1986-02-16,The Caretaker,Circle in the Square Theatre,54768.0,3276,8
1986-02-16,The Mystery of Edwin Drood,Imperial Theatre,265815.0,7726,8
1986-02-16,The Odd Couple,Broadhurst Theatre,112280.0,4316,8
1986-02-16,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,227711.0,8093,8
1986-02-16,Uptown...It's Hot!,Lunt-Fontanne Theatre,149355.0,5323,8
1986-02-23,42nd Street,St. James Theatre,204408.0,6589,8
1986-02-23,A Chorus Line,Sam S. Shubert Theatre,207716.0,6752,8
1986-02-23,Benefactors,Brooks Atkinson Theatre,169024.0,5774,8
1986-02-23,Big River,Eugene O'Neill Theatre,213565.0,6870,8
1986-02-23,Biloxi Blues,Neil Simon Theatre,120838.0,4803,8
1986-02-23,Blood Knot,John Golden Theatre,40333.0,2688,8
1986-02-23,Brighton Beach Memoirs,46th Street Theatre,77656.0,4603,8
1986-02-23,Cats,Winter Garden Theatre,460904.0,12001,8
1986-02-23,Corpse!,Helen Hayes Theatre,32000.0,600,8
1986-02-23,Hay Fever,Music Box Theatre,80061.0,3616,8
1986-02-23,I'm Not Rappaport,Booth Theatre,106795.0,4265,8
1986-02-23,Jerry's Girls,St. James Theatre,155838.0,6716,8
1986-02-23,La Cage aux Folles,Palace Theatre,320868.0,9159,8
1986-02-23,Lillian,Ethel Barrymore Theatre,53468.0,2337,8
1986-02-23,Oh! Calcutta!,Edison Theatre,32357.0,2269,9
1986-02-23,Singin' in the Rain,Gershwin Theatre,232536.0,8162,8
1986-02-23,Song and Dance,Royale Theatre,196964.0,5959,8
1986-02-23,Tango Argentino,Mark Hellinger Theatre,156040.0,5323,8
1986-02-23,The Caretaker,Circle in the Square Theatre,49864.0,3170,8
1986-02-23,The Mystery of Edwin Drood,Imperial Theatre,236120.0,7284,8
1986-02-23,The Odd Couple,Broadhurst Theatre,112462.0,6743,8
1986-02-23,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,223374.0,8167,8
1986-03-02,42nd Street,St. James Theatre,179346.0,5855,8
1986-03-02,A Chorus Line,Sam S. Shubert Theatre,178695.0,6015,8
1986-03-02,Benefactors,Brooks Atkinson Theatre,161100.0,5437,8
1986-03-02,Big River,Eugene O'Neill Theatre,181186.0,5835,8
1986-03-02,Biloxi Blues,Neil Simon Theatre,108678.0,4395,8
